,Units,scenario,region,Year,value
231,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2050,3659.903147222638
232,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2055,3502.354609589313
233,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2060,3351.1291988740827
234,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2065,3212.5053072231235
235,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2070,3094.4267829779315
236,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2075,2948.366460800038
237,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2080,2653.604610519856
238,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2085,2415.379228966873
239,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2090,2227.0153378437185
240,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2095,2075.0096850389004
241,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",China,2100,1949.0586325526458
242,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,1975,5.534146939000001
243,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,1990,15.044656569999997
244,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2005,17.603005921999998
245,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2010,21.182717822
246,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2015,25.521755980000002
247,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2020,30.564486452799983
248,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2025,33.487254139999976
249,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2030,36.604021833299996
250,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2035,40.15530751093001
251,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2040,44.14449678818001
252,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2045,48.01788343268003
253,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2050,51.729568533290035
254,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2055,56.45033390310999
255,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2060,61.84631167071591
256,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2065,67.01257442968
257,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2070,72.04725500825398
258,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2075,76.42632698409442
259,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2080,79.45526119739628
260,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2085,82.04404270394163
261,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2090,83.9834256468072
262,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2095,85.38422411192452
263,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Colombia,2100,86.49033848362478
264,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,1975,132.520753679
265,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,1990,276.5209111015001
266,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2005,207.67787134760002
267,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2010,202.8617428727
268,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2015,185.3634163595
269,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2020,211.8341659594671
270,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2025,216.69357486364467
271,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2030,219.41378554612857
272,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2035,218.41217987203794
273,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2040,214.59035451704668
274,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2045,211.37535178295624
275,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2050,207.67011880075265
276,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2055,204.81181501160597
277,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2060,202.9993835325175
278,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2065,201.38305187686709
279,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2070,200.19447808298472
280,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2075,197.20878234960767
281,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2080,187.37761259477813
282,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2085,181.36457970429535
283,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2090,175.4022023179134
284,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2095,170.194468466821
285,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-12,2100,166.1892929550531
286,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,1975,425.1296358494001
287,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,1990,915.6105802710001
288,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2005,971.893043202
289,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2010,882.3383225759998
290,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2015,790.2394242290001
291,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2020,807.358207272351
292,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2025,776.4167061364024
293,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2030,754.9304721124788
294,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2035,733.5899679627508
295,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2040,710.5829500827413
296,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2045,707.1723811856276
297,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2050,698.1681171408042
298,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2055,697.470553611135
299,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2060,705.283612290305
300,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2065,714.0837849440722
301,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2070,728.7275107909193
302,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2075,746.7400605544378
303,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2080,751.1871099134395
304,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2085,762.8081228990932
305,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2090,771.409757480034
306,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2095,782.1599080835894
307,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",EU-15,2100,804.1190705304692
308,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,1975,113.10867422000004
309,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,1990,237.35772451900002
310,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2005,111.38120683699997
311,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2010,101.92818811580996
312,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2015,77.09299981499998
313,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2020,85.67359874070003
314,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2025,86.96500704824905
315,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2030,87.09081922626002
316,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2035,86.32244057989993
317,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2040,85.67244728730005
318,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2045,85.00110229403998
319,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2050,84.23397634693005
320,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2055,84.03128266108796
321,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2060,84.16058025434303
322,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2065,83.77407225936216
323,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2070,83.77739031710003
324,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2075,82.50078176523763
325,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2080,79.872261317948
326,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2085,78.32825579869545
327,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2090,76.98544951600981
328,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2095,75.95062190069022
329,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Eastern,2100,74.97261298205069
330,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,1975,18.254716650000002
331,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,1990,74.95729838499999
332,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2005,98.45753639100003
333,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2010,114.46375524299998
334,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2015,129.445094811
335,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2020,146.15987095062366
336,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2025,157.69651916649286
337,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2030,166.16841904109617
338,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2035,171.64651506398394
339,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2040,176.14271502964323
340,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2045,180.91828399651826
341,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2050,184.18440638233315
342,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2055,188.1233053611788
343,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2060,192.54442075578316
344,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2065,196.78034460803073
345,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2070,201.07349350679718
346,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2075,203.99759868119256
347,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2080,202.62482686218047
348,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2085,202.05324117412908
349,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2090,200.7641260530082
350,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2095,199.8207296342605
351,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Europe_Non_EU,2100,198.91773221074374
352,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,1975,11.34064293
353,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,1990,20.969938937369996
354,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2005,23.87298620009999
355,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2010,24.153009280300004
356,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2015,22.309953931799996
357,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2020,22.702119353399993
358,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2025,21.275948807070005
359,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2030,20.165025072469223
360,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2035,18.82867243065011
361,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2040,17.35199412119097
362,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2045,18.041176466380378
363,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2050,19.02650173833318
364,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2055,20.49583912226483
365,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2060,22.303661033854105
366,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2065,24.191802637080357
367,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2070,26.3070877225069
368,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2075,28.693548403398985
369,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2080,30.90686567805477
370,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2085,32.73709256710282
371,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2090,34.41375975873835
372,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2095,36.10313821368903
373,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",European Free Trade Association,2100,38.60889136362475
374,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,1975,35.19291179999999
375,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,1990,162.91283410716002
376,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2005,336.1579527333001
377,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2010,493.3315143310001
378,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2015,625.0477512699999
379,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2020,842.7602295861928
380,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2025,1023.4445960023666
381,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2030,1196.3941162362605
382,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2035,1366.1847648667422
383,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2040,1525.3212301807866
384,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2045,1679.8983506884222
385,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2050,1825.613224010644
386,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2055,1969.591830848199
387,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2060,2110.2966094091353
388,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2065,2238.0046734612974
389,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2070,2349.7487887146153
390,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2075,2429.7092878475737
391,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2080,2427.0021182688292
392,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2085,2420.3299677044192
393,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2090,2396.70382280374
394,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2095,2358.2657935266275
395,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",India,2100,2319.7460060120707
396,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,1975,5.630788557999998
397,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,1990,42.3893561737
398,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2005,97.728268478
399,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2010,110.07489154899999
400,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2015,137.49429647000008
401,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2020,173.22584116867526
402,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2025,209.78068482742287
403,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2030,244.88149590660245
404,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2035,275.9799436652105
405,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2040,303.4803928341993
406,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2045,327.59693593565385
407,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2050,347.38858489225873
408,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2055,366.86061465646475
409,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2060,385.54385982420143
410,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2065,400.4427965732625
411,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2070,413.14909203304006
412,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2075,422.06356171273063
413,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2080,420.7304803383864
414,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2085,419.12752552666797
415,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2090,415.3125480493
416,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2095,409.8796161094437
417,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Indonesia,2100,403.2701920411654
418,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,1975,142.91098989999995
419,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,1990,311.6955046600001
420,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2005,347.4753730419
421,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2010,325.235101664
422,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2015,328.69562359300005
423,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2020,334.16866838809995
424,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2025,326.61388560510005
425,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2030,313.2380318686
426,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2035,296.77742236479975
427,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2040,280.26709045750016
428,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2045,265.4567726558403
429,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2050,251.62768234692984
430,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2055,240.16197688489424
431,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2060,229.48877076085407
432,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2065,219.28247087171604
433,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2070,211.98467542006094
434,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2075,203.778470551465
435,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2080,188.19134962300427
436,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2085,180.22215679349014
437,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2090,172.70527538231823
438,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2095,166.25666227123082
439,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Japan,2100,159.2378918699513
440,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,1975,22.019720111999998
441,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,1990,81.38017945000003
442,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2005,126.03831229000001
443,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2010,132.98011812299998
444,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2015,134.69508958999998
445,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2020,147.3495253913
446,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2025,158.74967637499975
447,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2030,169.05645437600003
448,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2035,177.36268337219983
449,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2040,183.86154737860016
450,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2045,190.82775949377998
451,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2050,200.07708984299003
452,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2055,212.1022067120499
453,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2060,224.33046298989103
454,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2065,235.95693490377602
455,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2070,247.95722997110002
456,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2075,259.41714492304004
457,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2080,268.633253481863
458,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2085,276.5861033981406
459,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2090,283.63106871259737
460,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2095,290.49858078430674
461,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Mexico,2100,297.9548421750921
462,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Middle East,1975,35.6032382
463,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Middle East,1990,185.47899714
464,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Middle East,2005,369.09562920600007
465,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Middle East,2010,485.7109136869999
466,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Middle East,2015,567.5665525110002
467,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Middle East,2020,598.0924853959999
468,MTC,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Middle East,2025,638.3366545621652
