,region,scenario,input,Year,value
0,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2005,0.012137400041
1,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2010,0.017482424012999997
2,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2015,0.028226722512000004
3,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2020,0.045186631473000005
4,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2025,0.06984152583900001
5,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2030,0.10494189213
6,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2035,0.154279563474
7,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2040,0.22551596371700003
8,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2045,0.324122134623
9,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2050,0.45781395155000004
10,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2055,0.6233500989040001
11,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2060,0.8033982412129999
12,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2065,0.9852853051849999
13,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2070,1.154774438258
14,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2075,1.3022420379619999
15,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2080,1.428354365487
16,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2085,1.5319821836279994
17,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2090,1.614415368247
18,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2095,1.6783547584290004
19,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2100,1.7262474764209006
20,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2005,1.2914609110000002
21,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2010,1.6788411506
22,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2015,2.2910892209
23,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2020,3.1096388051000003
24,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2025,5.1046857574
25,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2030,7.092055032400001
26,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2035,9.2834300065
27,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2040,11.509263144199998
28,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2045,13.673986979630001
29,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2050,15.236996748997004
30,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2055,16.689688180349
31,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2060,17.763525099829998
32,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2065,18.41061624468
33,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2070,18.613749946445534
34,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2075,18.406727145803863
35,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2080,17.83138062842037
36,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2085,17.113717697324848
37,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2090,16.236710644328156
38,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2095,15.336985025030192
39,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2100,14.581820822931101
40,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2005,0.16068954803
41,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2010,0.1997626525
42,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2015,0.24679145186899998
43,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2020,0.408307169888
44,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2025,0.6509516978754901
45,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2030,1.1155417146754005
46,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2035,1.816729906326646
47,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2040,2.859758883573193
48,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2045,4.357606271504699
49,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2050,6.392136040337002
50,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2055,8.927251877690004
51,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2060,12.051934465346
52,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2065,15.683196466312003
53,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2070,19.77495987477131
54,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2075,24.1339652342894
55,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2080,28.567278198941132
56,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2085,32.82370654510169
57,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2090,36.83351394434828
58,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2095,40.38844053187535
59,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2100,43.751894821931046
60,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2005,0.27373665399999997
61,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2010,0.2361392183
62,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2015,0.37754651966100006
63,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2020,0.5469999445091249
64,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2025,0.769066656747646
65,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2030,1.0290710750125511
66,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2035,1.3414845373518278
67,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2040,1.7231160977598294
68,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2045,2.2275222291427603
69,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2050,2.861659774557182
70,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2055,3.60029275015277
71,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2060,4.425692055811199
72,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2065,5.287940139739
73,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2070,6.168882218019078
74,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2075,7.020392131518149
75,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2080,7.8100849500083305
76,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2085,8.482338300685058
77,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2090,9.016474351442268
78,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2095,9.35890911333517
79,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2100,9.524513929555573
80,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2025,0.0042987696568
81,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2030,0.028215050523000003
82,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2035,0.08046175258289998
83,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2040,0.15729260084200003
84,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2045,0.26101244981
85,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2050,0.39980734934
86,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2055,0.56643919095
87,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2060,0.77618466206
88,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2065,1.0359954209000002
89,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2070,1.3484276569000002
90,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2075,1.7019976045000005
91,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2080,2.0795551023
92,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2085,2.460158723399998
93,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2090,2.8446916277600005
94,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2095,3.2099641923000006
95,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2100,3.5579204483600013
96,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2005,4.709754
97,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2010,5.271527000000001
98,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2015,5.865266200000001
99,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2020,6.4241989
100,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2025,6.5177943
101,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2030,6.723728599999999
102,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2035,6.8621421
103,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2040,6.9747739
104,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2045,6.9942206
105,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2050,6.998877299999999
106,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2055,6.8989787
107,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2060,6.688362
108,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2065,6.4138668
109,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2070,6.070877899999999
110,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2075,5.4494767
111,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2080,4.5517305
112,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2085,3.7732027
113,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2090,3.0721505000000002
114,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2095,2.5025296
115,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",j traditional biomass,2100,2.0620822
116,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2005,1.0570323013
117,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2010,1.2183545658
118,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2015,1.6588257623609997
119,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2020,2.12770767422601
120,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2025,2.6581234361837005
121,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2030,3.2499576961902084
122,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2035,3.930755138531819
123,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2040,4.763695712152698
124,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2045,5.8536730129415995
125,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2050,7.23165430302224
126,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2055,8.969915300004242
127,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2060,10.95794340003538
128,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2065,13.076105627013169
129,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2070,15.214185357135143
130,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2075,17.283131136878065
131,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2080,19.3085124495542
132,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2085,21.405127346957876
133,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2090,23.54127587426722
134,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2095,25.724377715028655
135,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",refined liquids,2100,27.886464774146805
136,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2005,0.46585958999999993
137,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2010,0.5337992699999999
138,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2015,0.5608814649999998
139,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2020,0.6221012867999999
140,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2025,0.7032292653
141,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2030,0.7517399992999999
142,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2035,0.7658489443000001
143,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2040,0.7727190812800001
144,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2045,0.7781928836600001
145,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2050,0.7797066558899998
146,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2055,0.772580769479
147,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2060,0.7549643605099999
148,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2065,0.729004677723
149,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2070,0.6963216385559999
150,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2075,0.6598386687557999
151,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2080,0.62196669326642
152,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2085,0.5821283169981202
153,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2090,0.5407307417329398
154,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2095,0.49951275925450006
155,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",c coal,2100,0.4579653244275698
156,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2005,2.0134623699999996
157,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2010,2.51757949
158,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2015,2.58241969
159,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2020,2.8617554279999995
160,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2025,3.2401906180000006
161,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2030,3.484843713
162,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2035,3.6027934960000008
163,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2040,3.63096154
164,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2045,3.643686083500001
165,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2050,3.5721931692999997
166,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2055,3.4159959380599996
167,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2060,3.1964947582599987
168,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2065,2.966275734944999
169,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2070,2.7744657317911994
170,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2075,2.6146720161533
171,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2080,2.4659738184292492
172,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2085,2.3192218789917276
173,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2090,2.176005201701496
174,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2095,2.035942999992911
175,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",d biomass,2100,1.9035062998518697
176,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2005,1.1827334810000003
177,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2010,1.5158786919999996
178,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2015,1.709592704
179,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2020,2.1608132453999995
180,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2025,2.709728357562699
181,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2030,3.3430122618774
182,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2035,4.005865030635401
183,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2040,4.6467999357012
184,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2045,5.195878363508996
185,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2050,5.6854460039999974
186,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2055,6.153828329700001
187,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2060,6.5963162292999975
188,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2065,6.97375910373
189,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2070,7.282489653630003
190,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2075,7.538266822922002
191,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2080,7.7295348823957015
192,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2085,7.8783484876949
193,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2090,7.986841809593201
194,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2095,8.061196798146002
195,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",electricity,2100,8.110880182691298
196,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2005,0.5303560659999998
197,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2010,0.6830508569999999
198,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2015,0.763293263
199,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2020,0.9076081043769
200,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2025,1.0068876062972
201,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2030,1.0602206382727
202,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2035,1.0626220352783997
203,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2040,1.0368406667842003
204,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2045,1.0360795142267905
205,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2050,1.0449834606529302
206,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2055,1.051789313854189
207,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2060,1.0504065337737698
208,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2065,1.04309841110631
209,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2070,1.02575336873127
210,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2075,1.0014810771287
211,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2080,0.9715041492490998
212,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2085,0.9418392642724008
213,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2090,0.9177780758859997
214,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2095,0.8981336667123998
215,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",gas,2100,0.8839717828321003
216,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2025,0.014417723531000001
217,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2030,0.0638594435
218,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2035,0.12150096896079998
219,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2040,0.17579152086
220,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2045,0.2216972849599999
221,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2050,0.26619273319699993
222,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2055,0.30460570026700007
223,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2060,0.33819326271879996
224,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2065,0.3665491255060001
225,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2070,0.38805929339000006
226,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2075,0.40491300465999996
227,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2080,0.4174984993500001
228,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",hydrogen,2085,0.4278592220600001
